model,query_id,query_language,concept_name,best_gold_rank,best_hardneg_rank,win,top_neighbor_name,top_relation
sentence-transformers-labse,CHEBI_16541__zh__61,zh,protein polypeptide chain,1,13,0,,
sentence-transformers-labse,CHEBI_29389__en,en,silane,1,85,0,,
sentence-transformers-labse,CHEBI_29389__de,de,silane,32,640,0,,
sentence-transformers-labse,CHEBI_29389__fr,fr,silane,2,382,0,,
sentence-transformers-labse,CHEBI_29389__zh,zh,silane,29,422,0,,
sentence-transformers-labse,CHEBI_29389__es,es,silane,6,144,0,,
sentence-transformers-labse,CHEBI_30832__en,en,adipic acid,4,200,0,,
sentence-transformers-labse,CHEBI_30832__de,de,adipic acid,101,154,0,,
sentence-transformers-labse,CHEBI_30832__fr,fr,adipic acid,158,48,1,succinic acid,sibling
sentence-transformers-labse,CHEBI_30832__es,es,adipic acid,88,28,1,succinic acid,sibling
sentence-transformers-labse,CHEBI_17246__en,en,poly(vinyl alcohol) macromolecule,1,7,0,,
sentence-transformers-labse,CHEBI_30832__zh,zh,adipic acid,178,43,1,succinic acid,sibling
sentence-transformers-labse,CHEBI_17246__de,de,poly(vinyl alcohol) macromolecule,1,7,0,,
sentence-transformers-labse,CHEBI_17246__fr,fr,poly(vinyl alcohol) macromolecule,1,4,0,,
sentence-transformers-labse,CHEBI_17246__es,es,poly(vinyl alcohol) macromolecule,1,9,0,,
sentence-transformers-labse,CHEBI_17246__zh,zh,poly(vinyl alcohol) macromolecule,1,12,0,,
sentence-transformers-labse,CHEBI_16052__en,en,propene,55,7,1,ethene,sibling
sentence-transformers-labse,CHEBI_16052__de,de,propene,151,3,1,methane,sibling
sentence-transformers-labse,CHEBI_16052__fr,fr,propene,140,27,1,ammonia,sibling
sentence-transformers-labse,CHEBI_16052__es,es,propene,4,5,0,,
sentence-transformers-labse,CHEBI_16052__zh,zh,propene,32,5,1,methane,sibling
sentence-transformers-labse,CHEBI_25219__en,en,methacrylic acid,3,75,0,,
sentence-transformers-labse,CHEBI_25219__de,de,methacrylic acid,2,50,0,,
sentence-transformers-labse,CHEBI_25219__fr,fr,methacrylic acid,2,16,0,,
sentence-transformers-labse,CHEBI_25219__es,es,methacrylic acid,2,24,0,,
sentence-transformers-labse,CHEBI_25219__zh,zh,methacrylic acid,3,55,0,,
sentence-transformers-labse,CHEBI_16134__en,en,ammonia,10,1,1,ethane,sibling
sentence-transformers-labse,CHEBI_16134__fr,fr,ammonia,4,1,1,carbon dioxide,sibling
sentence-transformers-labse,CHEBI_16134__de,de,ammonia,1,21,0,,
sentence-transformers-labse,CHEBI_16134__es,es,ammonia,2,5,0,,
sentence-transformers-labse,CHEBI_16134__zh,zh,ammonia,1,3,0,,
sentence-transformers-labse,CHEBI_53262__de,de,poly(propylene glycol) macromolecule,17,18,0,,
sentence-transformers-labse,CHEBI_53262__en,en,poly(propylene glycol) macromolecule,2,18,0,,
sentence-transformers-labse,CHEBI_53262__es,es,poly(propylene glycol) macromolecule,2,11,0,,
sentence-transformers-labse,CHEBI_53262__zh,zh,poly(propylene glycol) macromolecule,64,6,1,poly(ether) macromolecule,parent
sentence-transformers-labse,CHEBI_53262__fr,fr,poly(propylene glycol) macromolecule,1,24,0,,
sentence-transformers-labse,CHEBI_53284__de,de,polyurethane macromolecule,1,22,0,,
sentence-transformers-labse,CHEBI_53284__en,en,polyurethane macromolecule,1,20,0,,
sentence-transformers-labse,CHEBI_53284__fr,fr,polyurethane macromolecule,1,26,0,,
sentence-transformers-labse,CHEBI_53284__es,es,polyurethane macromolecule,1,23,0,,
sentence-transformers-labse,CHEBI_53284__zh,zh,polyurethane macromolecule,1,53,0,,
sentence-transformers-labse,CHEBI_17909__en,en,polysulfur,23,91,0,,
sentence-transformers-labse,CHEBI_17909__de,de,polysulfur,2,27,0,,
sentence-transformers-labse,CHEBI_17909__fr,fr,polysulfur,1,16,0,,
sentence-transformers-labse,CHEBI_17909__zh,zh,polysulfur,3,40,0,,
sentence-transformers-labse,CHEBI_17909__es,es,polysulfur,45,80,0,,
sentence-transformers-labse,CHEBI_29390__en,en,silicon carbide,1,,0,,
sentence-transformers-labse,CHEBI_29390__de,de,silicon carbide,1,754,0,,
sentence-transformers-labse,CHEBI_29390__fr,fr,silicon carbide,1,883,0,,
sentence-transformers-labse,CHEBI_29390__zh,zh,silicon carbide,1,,0,,
sentence-transformers-labse,CHEBI_29390__es,es,silicon carbide,1,681,0,,
sentence-transformers-labse,CHEBI_15882__en,en,phenol,93,13,1,polyphenol,sibling
sentence-transformers-labse,CHEBI_15882__de,de,phenol,15,164,0,,
sentence-transformers-labse,CHEBI_15882__fr,fr,phenol,52,97,0,,
sentence-transformers-labse,CHEBI_15882__es,es,phenol,46,8,1,polyphenol,sibling
sentence-transformers-labse,CHEBI_17246__en__116,en,poly(vinyl alcohol) macromolecule,24,10,1,poly(alkylene) macromolecule,sibling
sentence-transformers-labse,CHEBI_15882__zh,zh,phenol,142,69,1,bisphenol,sibling
sentence-transformers-labse,CHEBI_17246__fr__118,fr,poly(vinyl alcohol) macromolecule,55,3,1,poly(alkylene) macromolecule,sibling
sentence-transformers-labse,CHEBI_17246__de__119,de,poly(vinyl alcohol) macromolecule,14,9,1,polyurethane macromolecule,sibling
sentence-transformers-labse,CHEBI_17246__es__120,es,poly(vinyl alcohol) macromolecule,39,1,1,poly(alkylene) macromolecule,sibling
sentence-transformers-labse,CHEBI_17246__zh__121,zh,poly(vinyl alcohol) macromolecule,45,3,1,poly(alkylene) macromolecule,sibling
sentence-transformers-labse,CHEBI_136511__en,en,manganese dioxide,1,31,0,,
sentence-transformers-labse,CHEBI_136511__fr,fr,manganese dioxide,1,27,0,,
sentence-transformers-labse,CHEBI_136511__de,de,manganese dioxide,1,126,0,,
sentence-transformers-labse,CHEBI_136511__es,es,manganese dioxide,1,14,0,,
sentence-transformers-labse,CHEBI_136511__zh,zh,manganese dioxide,1,39,0,,
sentence-transformers-labse,CHEBI_16526__en,en,carbon dioxide,2,1,1,dioxygen,sibling
sentence-transformers-labse,CHEBI_16526__de,de,carbon dioxide,1,2,0,,
sentence-transformers-labse,CHEBI_16526__fr,fr,carbon dioxide,1,2,0,,
sentence-transformers-labse,CHEBI_16526__es,es,carbon dioxide,3,1,1,hydrogen sulfide,sibling
sentence-transformers-labse,CHEBI_16526__zh,zh,carbon dioxide,1,3,0,,
